index,name,region,diet,selectedProteins,exclusions,status,engineQA,hardCount,warnCount,weirdCount,hard,warn,weird,days,targetDays,mainCounts,proteinTotals
89,Fresh v349 100-gen scenario 89 mode 13 US,US,omnivore,chicken|beef|fish|eggs|dairy,,ALLOWED,PASS,0,0,0,,,,7,5,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[79,85,78,81,87,86,82]"
90,Fresh v349 100-gen scenario 90 mode 14 AU,AU,omnivore,chicken|beef|eggs|dairy|protein_powder,,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""beef"":4,""eggs"":3,""chicken"":4}","[112,114,101,114,114,92,114]"
91,Fresh v349 100-gen scenario 91 mode 15 UK,UK,omnivore,fish|beef|pork|eggs|dairy,,ALLOWED,CONDITIONAL PASS,0,2,0,,Day 5: dairy snack repeats lunch/dinner protein. | Day 6: fish snack repeats lunch/dinner protein.,,7,7,"{""dairy"":3,""pork"":2,""beef"":3,""eggs"":3,""fish"":3}","[91,103,100,96,101,107,95]"
92,Fresh v349 100-gen scenario 92 mode 16 CA,CA,omnivore,chicken|fish|dairy|protein_powder,no_eggs|no_red_meat,ALLOWED,CONDITIONAL PASS,0,9,0,,Day 3: fish snack repeats lunch/dinner protein. | Day 4: dairy snack repeats lunch/dinner protein. | Day 5: fish snack repeats lunch/dinner protein. | Day 5: protein estimate is high at approximately 123g. | Day 6: fish snack repeats lunch/dinner protein. | Day 7: dairy snack repeats lunch/dinner protein. | Day 3: protein high 119 | Day 5: protein high 123 | Day 6: protein high 120,,7,6,"{""fish"":6,""dairy"":3,""chicken"":5}","[104,92,119,106,123,120,109]"
93,Fresh v349 100-gen scenario 93 mode 17 SA,SA,omnivore,chicken|fish|eggs|dairy|protein_powder,,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""fish"":4,""eggs"":3,""chicken"":4}","[113,106,98,111,110,115,115]"
94,Fresh v349 100-gen scenario 94 mode 18 US,US,omnivore,chicken|beef|pork|fish|eggs|dairy,,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":1,""beef"":2,""pork"":2,""eggs"":3,""chicken"":3,""fish"":3}","[104,106,110,98,112,99,113]"
95,Fresh v349 100-gen scenario 95 mode 19 AU,AU,omnivore,fish|chicken|beef|eggs|dairy|protein_powder,,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,117,116,102,100]"
96,Fresh v349 100-gen scenario 96 mode 20 UK,UK,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,ALLOWED,PASS,0,0,0,,,,7,7,"{""eggs"":3,""chicken"":4,""beef"":3,""fish"":4}","[102,111,111,110,104,102,107]"
97,Fresh v349 100-gen scenario 97 mode 21 CA,CA,omnivore,chicken|beef|fish|eggs|dairy,,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,106,98,97,112,102,106]"
98,Fresh v349 100-gen scenario 98 mode 22 SA,SA,vegetarian,tofu|lentils|beans|chickpeas|protein_powder,no_eggs|no_dairy,ALLOWED,PASS,0,0,0,,,,7,7,"{""chickpeas"":3,""tofu"":3,""lentils"":4,""beans"":4}","[83,99,90,89,103,90,89]"
99,Fresh v349 100-gen scenario 99 mode 23 US,US,omnivore,chicken|beef|pork|fish|eggs|dairy,,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""pork"":2,""eggs"":2,""chicken"":3,""fish"":3}","[104,106,110,98,103,101,113]"
100,Fresh v349 100-gen scenario 100 mode 24 AU,AU,omnivore,chicken|beef|pork|fish|eggs|dairy|protein_powder,,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":1,""beef"":2,""pork"":2,""eggs"":3,""chicken"":3,""fish"":3}","[104,114,106,102,103,104,109]"
